A2,A3,b2,b3,Pg,numax,sigmaEnv,Teff,[Fe/H],Phase,KIC,mass,rad
29537.1613528053,7147.01031145231,7.95096842636115,29.061612870553894,9303.0890300851,29.021848185965,4.07143962789649,4888.0,-0.88,2.0,1996818,0.96,10.35
501875.3579383621,246448.05502796,2.61522551734192,6.66346000276027,434946.475290393,6.87475978555952,1.11839039395692,4114.0,0.3,1.0,2010137,1.01,24.56
14275.955406256599,3181.32858383799,11.047907049059301,39.0008471051721,6187.84175863244,41.701188442670606,4.78623074605083,4997.0,-0.83,1.0,2010138,1.18,9.68
26747.073463424702,6582.17020526088,9.14703053807408,29.7195239508933,6541.61027651044,28.398197719390307,4.75817543102113,4991.0,-1.09,2.0,2010366,0.97,10.56
24620.468310417906,3495.34933219868,11.430466782646501,35.6680499214141,9474.92736824019,29.2456919413132,5.02343958119795,5139.0,-0.58,2.0,2010702,0.96,10.35
15328.799343533101,3373.5425361858893,10.558280391831198,35.9906717120716,4810.75304059793,34.965256583784296,5.35934383801105,5148.0,0.01,2.0,2010855,1.62,12.24
5590.29304838106,1383.36957045272,17.1579800993979,65.411399371074,2595.45016759664,70.3453577148213,6.98358606084708,4776.0,0.42,1.0,2011048,1.39,8.21
22423.6419658778,5719.109178521579,10.177864515785,32.1441367592235,10243.7878297854,31.3911871031738,4.97113741474074,4819.0,0.11,2.0,2011314,1.17,11.3
9418.18957770415,1789.4137560464899,12.9101673530343,40.588091120119294,2567.04021368742,38.9768358901171,7.586236114436151,4684.0,0.03,2.0,2011582,2.36,14.25
26125.8858453912,2527.92888589304,10.8516163330868,39.347823019513996,7708.930671366999,32.9395935170916,6.59570967753756,4785.0,-0.04,2.0,2011675,1.07,10.51
25198.0371642592,4959.11056920976,10.5751301173959,31.983318778650894,9957.60478449927,29.3376876166428,5.1242021450448485,4906.0,-0.62,2.0,2011827,0.94,10.33
1938.70671783664,507.80995559568703,28.9844045550501,102.79852409656,1158.80379964362,114.179355809725,10.100478527078,4714.0,0.3,1.0,2011891,1.28,6.23
10421.9631932978,2203.13648692981,11.870495401805101,40.427206889470796,5025.73042748723,40.88843825564821,5.58605241245781,4872.0,-1.04,1.0,2012065,1.04,9.14
2359.41826532707,599.9330544102902,23.754868883367,81.62680921458299,980.958136299462,89.9897274451892,9.54111999768599,4858.0,-0.14,1.0,2012216,1.35,7.13
26805.9012170463,3582.54967272496,10.8726773298473,35.8635813053144,8092.972795917471,31.9743122159962,6.299417107797719,4837.0,-0.24,2.0,2012932,1.29,11.47
3227.2922361389,481.437407889039,20.6613941725155,68.30975864115639,1056.52636052627,60.4406155500315,10.2215385167754,4930.0,0.05,2.0,2013502,2.06,10.58
13575.006689175701,1120.15932620952,13.3241143658634,49.532304895874006,3911.82819083807,39.1878077976852,7.62237140428105,4759.0,-0.28,2.0,2013530,1.44,11.04
12855.05485166,2082.5875616522,11.479245024614697,39.6188308688097,2192.01182413954,38.40576924631721,7.0725643098939415,4734.0,-0.23,2.0,2014377,1.85,12.72
328502.455501325,198879.892308651,2.767532151871,5.58941456750286,321549.42279929,6.28520823968557,1.1355658174566698,4314.0,-0.29,1.0,2014684,0.8,21.99
8766.5144544384,1687.33322274684,12.495330584504499,45.260648134063,1822.8035797197501,44.8793353205985,7.514553711334551,4831.0,0.06,2.0,2015820,1.81,11.6
1860.88491066137,414.8587193618509,24.0778007182235,78.6651282609613,457.59957161903503,80.6402653357343,12.630468824921401,4978.0,0.08,2.0,2016676,2.12,9.33
13547.5663217392,2913.2087684436306,11.534630881628999,38.4106980009976,4273.10953945403,38.732623042565706,5.86318705259616,4801.0,0.01,2.0,2016706,1.36,10.96
3617.5975658709003,951.07374643413,20.7958626351709,69.7519667928258,1517.98864216803,76.1472362680868,9.066399917448393,4744.0,0.08,1.0,2016978,1.25,7.51
233857.432598665,114387.13032828401,3.18485933833049,8.57405652617875,191845.700664055,9.386506662986081,1.58463121243146,4242.0,0.08,1.0,2017541,1.24,21.73
29272.472868559198,4086.7520627967297,9.31183358180084,34.8028878523553,7266.72845561875,32.5774978322232,6.11809563358144,4753.0,0.44,2.0,2018007,1.45,12.01
1092.97238973126,257.668201107057,36.30131656461371,132.210361651884,212.80162926964402,138.26409589228902,11.4904548535499,4804.0,0.27,1.0,2018283,1.32,5.74
18525.267203236297,3253.07196531912,10.1615597655932,34.400353107564,5002.3522990986,33.2972466816463,5.36898754718444,4908.0,-0.12,1.0,2018392,1.56,12.43
565.642831515162,133.95373177762198,49.1857658267551,254.503349580457,241.658528533094,183.22646911103,12.9135122076154,4849.0,0.28,1.0,2018537,1.4,5.08
1747.11293670355,458.52550586114603,23.0169274951262,82.59841385232271,1000.5592853029401,87.1374098814044,7.34761901295694,5068.0,-0.17,1.0,2018585,1.23,6.85
22262.103338252997,4326.606809246679,9.443200263028473,33.894412489106806,6413.25524859321,35.3455640315975,5.39448681074051,4735.0,0.32,2.0,2018642,1.43,11.76
28817.6558254848,5605.3626772136495,10.2957512623167,30.779563125199104,7494.62304115385,29.650045141145394,5.65638254913836,4784.0,-0.17,2.0,2018667,1.03,10.8
34613.961588264,5142.25339578137,8.65785182328152,32.1786316281613,8460.36968215534,28.4511127588491,6.71224557246067,4773.0,-0.11,2.0,2019109,1.24,11.71
7501.21409803269,1079.5869084712301,12.7225806236179,45.4176392412451,1399.7405157465396,36.5182655295773,8.15630586980854,4780.0,-0.5,2.0,2019396,1.41,11.34
21480.0583692548,5671.4347799508105,7.90716993308645,29.4371702523345,8992.64935156673,31.4677525213542,4.33367597832428,4775.0,-0.41,1.0,2019959,1.25,11.69
2746.0898027344892,601.312455602019,20.736043767701695,66.9616285787355,532.291206725467,70.76303366185759,10.5163508607934,5164.0,-0.25,2.0,2020280,1.93,9.37
2342.62583340932,540.563688908102,28.3594831195323,101.155231774909,974.263503738841,106.774226232158,9.52131134093132,4859.0,-0.52,1.0,2020383,1.18,6.14
26815.9856048127,5482.38925977283,9.40743669098148,32.7095521205796,6143.26579465985,32.77349426869249,5.90237629394454,4750.0,-0.46,2.0,2020876,1.27,11.27
601.4784007518509,138.988385906015,47.45407916297751,218.060091820863,299.658520797042,185.28784384653198,11.7602424711158,4885.0,-0.27,1.0,2021216,1.2,4.66
8774.928816224621,2053.37825120793,15.326547718329596,51.6441544262948,3075.84088809021,57.613232803992005,7.700136029682009,4665.0,0.32,1.0,2140446,1.4,9.15
17105.415104126,3320.16855532426,11.0757482812775,36.7307901063771,5490.33917413966,34.1807416514296,5.45746062160937,4863.0,-0.73,2.0,2140982,1.22,10.91
792.5044387640311,194.458589905834,38.818290086714,140.717817734429,339.046433290077,149.0598703434,13.7989528655372,4913.0,-0.17,1.0,2141255,1.16,5.12
10189.2998890619,2119.37157642946,11.9271865924205,44.5411276723037,2866.3355907093,47.8196751072273,6.52994417304136,4868.0,-0.13,1.0,2141413,1.48,10.33
1819.3038109093695,461.65691301614,28.490570576567606,104.044947238206,841.464640369209,112.377803297915,10.7105089370509,4950.0,-0.15,1.0,2141436,1.18,5.96
21911.9935385894,3577.5021466261205,11.2567218128355,36.4941348603977,6973.98053528938,34.6100008648963,5.86937127524954,4757.0,0.16,2.0,2141928,1.11,10.6
45470.1612772529,9738.74718332399,7.04993161387208,24.5743965898414,16595.1776809972,24.621984940955702,4.39353540663792,4429.0,0.28,1.0,2141932,1.2,13.13
26387.808985400097,4738.65030894063,8.95168657503778,30.8211216076938,5729.39999020861,28.705768944389305,4.49496120995194,4932.0,-0.43,2.0,2142095,1.27,11.9
39304.1105554435,6618.54510402656,8.463693453615411,30.5734161508046,7630.8588901577905,27.7094307072547,5.50088848121727,4775.0,-0.33,2.0,2142280,0.91,10.57
