A2,A3,b2,b3,Pg,numax,sigmaEnv,Teff,[Fe/H],Phase,KIC,mass,rad
7708.111391846801,1590.3401582958402,13.9689606038935,43.5214488083713,3079.12296284557,41.3603169457822,6.431840339547992,5121.0,-0.21,2.0,4931949,1.58,11.21
11944.8102632532,2735.82628640254,12.8891774117321,44.1333858679703,4100.08100361708,50.07077737074351,7.2453783757374595,4572.0,0.61,1.0,4932311,1.29,9.57
24221.174447217796,5247.74919569285,10.0873484539945,33.9453420751297,7498.735783464259,34.1848458190386,6.14627228817393,4674.0,0.99,2.0,4932498,1.3,11.44
688.0777192046588,173.994803903039,42.679179828263,170.709930165717,333.535058547667,160.676360411823,11.4747437096489,4884.0,-0.34,1.0,4932704,1.19,5.0
19777.7527026077,4347.0575772642105,9.84686342674328,33.672473890601104,7131.50884722519,33.888473786759995,4.810274656493469,4733.0,-0.08,2.0,4932872,1.1,10.45
43011.4309698413,18780.541748165502,5.07945542430425,20.7164320788199,20442.8656590365,24.076271230131198,1.6609942859380902,4544.0,-0.61,2.0,4933198,1.11,12.72
19035.9454569533,2746.6085983795497,10.3583295082963,33.3138850878089,8030.9624335628505,31.950857357680306,4.74068559586234,4694.0,-0.29,2.0,4933305,1.08,10.69
27071.3904878973,4143.66707445294,10.575113059108899,36.1443495036839,8082.981042430559,33.9698363044683,5.96807355899773,4697.0,0.22,2.0,4933594,1.14,10.67
34001.4530894669,9409.04400899006,9.27449803890287,29.3289836533315,13110.2420349028,28.6247985212228,4.78121951748768,4827.0,-0.52,2.0,4933798,0.72,9.25
3124.43676273192,691.04294498828,23.9497140027363,84.31367088108699,1476.06656180971,91.5043799293282,8.7320049441987,4704.0,-0.25,1.0,4934133,1.05,6.28
13223.489494213401,2898.33987072478,12.2988782050809,42.6636329101822,4301.18587501805,44.8594917102246,5.7936062646478605,4749.0,-0.03,1.0,4934147,1.21,9.65
19600.9577925801,3739.0128381360496,9.63503982276408,34.4931008264251,5201.869482030371,33.203232792895,6.09821623113082,4815.0,-0.16,2.0,4934393,1.34,11.86
381.629025516104,80.7379921783894,52.592852687440214,172.453807335109,66.3680415966797,201.886921183984,17.954340529013,5042.0,-0.36,1.0,4934550,1.42,4.87
8644.6637476655,1126.00829679326,14.1990876365334,48.915669236449496,2410.95201109299,46.238376426415996,8.246540993938721,4739.0,-0.01,2.0,4935264,1.62,10.93
175614.52303035,63133.6285836481,4.1627885809112115,9.217076273399464,118236.770431692,8.09486762705266,1.59767659426002,4523.0,-0.25,1.0,4936335,0.85,19.77
989.067993588416,255.465471832949,31.764611117573104,104.349302208053,250.55142032082,118.51244711738501,12.893295289432,4949.0,0.12,1.0,4936438,1.6,6.73
8062.10087338927,950.134612570876,14.324428229125099,51.837582975949296,2181.43157735755,45.783877304638786,7.92457540529945,4846.0,-0.21,1.0,4936463,1.46,10.44
24903.4474328771,4243.58795586963,9.20741903605048,32.2688010315324,8948.95065772568,30.4808989494696,5.81214868419601,4589.0,0.22,2.0,4936825,1.38,12.5
32807.7100570744,6697.07474051152,9.98395929501694,31.1201802036159,8643.3872538051,28.489654628477894,5.7676862688636685,4730.0,-0.36,2.0,4937011,0.68,9.07
7992.66239637888,1279.76792168804,14.4109763716982,48.98234630806851,1350.62018910422,46.4412618877291,9.736435908121788,4789.0,-0.26,2.0,4937056,1.91,11.52
13616.987484398702,3321.62703768671,11.645058585185499,38.7728788654954,5337.84334991227,40.2591584073979,5.22695110264738,4810.0,-0.21,1.0,4937204,1.34,10.61
17507.9907974397,3230.39553032706,11.231458675076802,36.6511932656687,6998.07695005656,34.5944970746162,6.30553264702936,4594.0,-0.32,2.0,4937257,1.1,10.51
18095.4593562339,3657.75955954839,9.41776173374472,31.9875179972385,5216.91377977526,33.029425445501104,5.5313075781057215,4545.0,-0.09,1.0,4937576,1.67,13.14
7038.03289667756,1236.11018840965,16.100744220107302,56.1286837497927,2552.86361690543,58.502011863004,9.380538267345631,4638.0,-0.34,1.0,4937784,1.21,8.37
18384.7038090634,5339.2992334457895,7.90930908076786,30.950807352688,4940.97538955665,33.5687091835112,5.590152470242258,4714.0,-0.73,2.0,4939830,1.04,10.2
88131.99726608,14491.0301183486,6.128273985206209,19.4096120243378,30103.9019745265,19.4941641004956,3.06089534233116,4426.0,0.02,1.0,4939895,1.37,15.68
32331.6289114585,7377.943853546859,9.46839537144608,28.220800079604697,16401.8119256547,26.444671601931706,3.88843304917505,4647.0,-0.22,2.0,4940041,0.73,9.81
954.885527915207,207.679874555702,33.6342715902735,112.85090441200899,333.346632947799,122.160131535208,14.729416002330199,5105.0,-0.3,1.0,4940376,1.57,6.5
13429.897569866002,2944.88319621073,9.87149841911097,34.311418223379995,3766.993348662511,36.192962992230704,5.90074702153418,4988.0,-0.33,2.0,4940414,1.39,11.32
1354.23085618983,284.521192065196,24.736487631796603,75.1168859037561,309.545708412086,70.5016834983747,13.160299514103,5035.0,-0.53,2.0,4940439,3.42,12.46
3832.9423067340003,816.853438883856,17.2230847539703,59.755844480430405,1419.48571342803,62.1966234468674,7.66133889828281,4729.0,-0.36,1.0,4940536,1.44,8.88
12193.0810805572,2335.81005696442,16.912526191715802,64.2046435577539,4037.5139316986297,62.6839541771253,7.375440549782491,4766.0,-0.16,1.0,4940640,1.24,8.23
1812.9425964622199,79.80383860673409,27.80878874337611,128.015293143142,659.382085609216,70.7797905337334,13.8315698933758,5035.0,0.01,2.0,4940916,2.14,9.76
2729.03941494556,914.943472733768,14.2638524735075,43.3893831335776,739.0850018830838,41.496255037830295,6.89451401836745,5149.0,-0.09,2.0,4940935,3.15,15.96
20615.080797501898,3284.1649863494604,11.189782555694899,37.7933411234769,5742.272410810489,36.8950753505992,6.3732514314446,4637.0,0.4,2.0,4945337,1.25,10.9
50768.366638640495,10333.2618309273,6.43667959553041,22.7402642785639,18067.7103636905,22.612846295477095,3.58976966624271,4398.0,0.22,1.0,4946220,1.16,13.46
495.79207989260595,118.121706891801,53.6160474931817,217.537599508452,375.222385084902,201.33588374133,12.650995659393,4773.0,0.39,1.0,4946632,1.25,4.61
4640.44792120369,1016.35626579691,16.4809501614273,57.45522695798761,1315.4043802587598,60.1779874370464,9.69151600759561,4858.0,0.2,2.0,4948344,2.07,10.75
4203.242530970711,909.770410277818,21.360168620130104,69.86982953776011,1009.7272808111501,75.8455009943339,11.0951889658343,4653.0,0.07,1.0,4948479,1.1,7.1
26801.1590467577,6131.69301093559,10.4757103060793,32.501912922775,10016.5017798008,32.0036125400133,5.014505749877031,4862.0,0.53,2.0,4949036,1.2,11.06
28983.8622908273,3901.0683807275,9.58999410157452,33.552986591949,9983.689517533729,31.284540291153306,5.857507666382589,4584.0,-0.26,2.0,4949374,1.24,11.54
5224.66422362318,1046.85006432044,14.1791018733374,49.9182207536016,1155.11858077582,48.1365908916873,9.11960054587412,4892.0,0.13,2.0,4949422,2.34,12.7
11769.823443913001,1962.1569952700895,13.021107214028802,45.052558626848295,3362.90051651951,43.7969653419856,7.5569387238480115,4716.0,0.36,2.0,4949473,1.81,11.67
7063.495834815079,1557.93300913496,15.791766582743799,52.4053651387981,2429.1956681092,57.560127688300106,7.70967494022937,4653.0,0.02,1.0,4950323,1.17,8.38
1022.27722853733,202.063610139653,30.2649634457848,106.12065841401301,105.550759830557,111.45399457517799,16.815735160912098,4976.0,0.01,2.0,4950750,2.12,8.04
6837.93721303178,456.793373888855,16.87185519144,68.5530573395169,2147.86020211021,44.8895162962053,9.130576757478241,4833.0,0.05,2.0,4951617,1.58,10.75
25688.699069630402,6316.163004144561,18.370808687100197,18.981005178160398,117.857739697635,112.874114525053,5.34190353937678,4413.0,-0.02,2.0,4951670,1.34,14.18
837.3100889614632,183.563583115791,38.990509292294604,148.928477898593,138.978842973673,154.869847736211,14.5772988175887,4838.0,0.27,1.0,4952454,2.06,6.44
1236.89208400501,286.474966769374,35.1528787946257,128.185380784911,425.365494075005,131.000092265744,13.136595499438,4818.0,0.28,1.0,4952516,1.41,6.07
9136.3812280474,1934.68617543974,11.920096769039302,44.8065143696732,3368.0478163577195,47.9757176818906,5.629821582556598,4779.0,0.05,2.0,4953192,2.07,12.0
430.361158948761,99.48582164456779,50.082431620052006,196.49453409900002,225.723654074323,190.165089322368,13.2889493979472,4868.0,-0.05,1.0,4953262,1.21,4.63
724.28987853198,162.9534719436,38.6232364984365,157.228623089606,259.972380033119,143.526134826921,11.8620352495625,4979.0,-0.72,1.0,4989477,1.43,5.75
11221.0168895917,2569.07702701472,13.2456468477866,41.456833863068795,4325.5025277775,41.1517163067001,8.277353726544371,4770.0,0.07,2.0,4989752,1.46,11.08
10240.646866205,2517.75557482463,12.0838101785272,44.0201508228252,3042.6251142370893,47.1627750231806,6.61975897268305,4658.0,-0.13,2.0,4989775,1.09,9.09
2216.80346068506,559.097530716677,23.002751611047806,75.8761542934798,852.196085274763,84.1207258634389,10.2329076865167,5005.0,-0.15,1.0,4990126,1.56,7.89
13955.639562721,2710.12942390643,9.353099621654223,34.907387691749705,2697.74701509078,36.2599471596281,6.379954578821889,4769.0,-0.38,1.0,4990198,1.3,11.47
11361.7832606867,2568.91181142415,13.929012137922498,45.313768659866504,3526.59672648044,48.9078012400754,6.639110246859442,4679.0,-0.05,1.0,4991033,1.11,8.85
38281.8356328261,4131.72845515004,10.3660787086535,31.9395646220435,15268.332252041999,24.282069329800898,4.43650310619822,4923.0,-0.58,2.0,4991425,1.66,15.06
1373.99441725731,289.220879251119,28.701662394941106,99.2137002636746,466.456248032036,105.21606294756,12.5683963458766,4862.0,0.18,1.0,4991732,1.82,7.63
1069.56576118104,235.283280914558,31.2099111799681,104.407059006318,415.3269764921389,102.200738285494,11.0024013029176,5092.0,-0.36,1.0,4995036,1.5,6.98
22451.8453122213,3881.01441778776,9.301720494375141,33.770167874302004,5678.0074511088515,34.1289984086122,5.964825574176531,4764.0,-0.02,1.0,4995064,1.59,12.55
855.705858760967,199.82967885384102,44.509286000128796,177.700280800892,412.07920542696195,169.767772610338,13.6622707661838,4836.0,0.27,1.0,4995788,1.19,4.89
4741.7366150958205,897.433311942175,17.0141894571635,53.7305754073884,1074.20589022044,52.0841712750395,9.27047138438701,4855.0,0.12,2.0,4995956,2.56,12.5
18492.9184755215,4412.4213866586215,10.4704115384054,33.829359244093496,6433.066891176401,31.6708904313512,5.6545106971233405,5024.0,-0.09,2.0,4996395,0.99,10.07
4768.005200683499,1165.6637267928,16.041694831341697,51.3011210831452,1798.4603596927802,52.9103231634493,7.56805111344841,4803.0,-0.13,1.0,4997023,1.6,10.16
9345.03389827032,2006.56326139006,14.7277398830106,51.07204216699761,2837.9610111134602,54.93640046520429,7.0627972652130495,4943.0,-0.24,1.0,4999134,1.2,8.54
626.8274475685299,133.641010606169,43.0045716049975,164.74235421747102,261.93481755330896,164.381977794315,14.361074362580199,4956.0,-0.11,1.0,5000089,1.26,5.09
8090.281242046701,1559.7617922498098,14.3400180130726,46.2540300838682,3006.81803808158,42.1420376809124,6.700027193948691,4955.0,-0.19,2.0,5000307,1.27,10.01
26476.9417629471,9790.1032641642,7.34773847003909,22.2954270578722,11072.1488476089,24.3142995665204,3.4979366349032097,5001.0,-0.09,2.0,5000484,1.47,14.29
2265.12584720742,691.4129066173,22.8465594328725,85.1556364188104,1259.9161168931,79.6507538033996,7.06571134150754,5125.0,-1.03,1.0,5000850,1.05,6.61
50828.7066531278,12470.3544313325,7.72243139052999,24.066263133243694,16357.7310611551,23.281493471682506,3.3673910637046403,4767.0,-0.23,2.0,5001658,0.9,11.4
19021.509083092802,4072.37828888944,10.6736465139258,33.9611217879951,5846.04959012957,32.4453303500848,6.23944339236188,5097.0,-0.11,2.0,5002597,0.97,10.12
552.078935871165,129.808641887226,50.2141463093545,215.25194805007,332.669960818336,193.316337120957,12.352363865722197,4840.0,-0.02,1.0,5002732,1.09,4.37
596356.189342918,19588.4019721154,1.63121286951837,24.5045592844407,5032.19822825924,9.35398065046468,2.4149039710136098,4673.0,-0.09,2.0,5002776,1.0,10.86
2432.37507503545,562.445682490917,23.035038442481603,76.1192170894166,699.2907529280569,85.9009792593383,10.8207003828506,4832.0,0.19,1.0,5003442,1.84,8.52
784.928218290747,176.789878828049,42.5607475301736,157.631957958697,423.911063950166,154.606044845093,12.884286496087999,4832.0,0.13,1.0,5003549,1.21,5.15
1305.0316752286,313.84024922414903,28.940710809682496,97.3119621834351,307.383500685095,104.205520869019,10.949050802430301,4871.0,-0.01,1.0,5003625,1.46,6.9
25996.337795903506,5700.25552331089,9.2315222989009,32.2234872754249,8361.46581144187,32.0272086716226,6.271820680991911,4500.0,0.29,2.0,5004232,1.17,11.21
32372.8695178718,7336.245640598249,9.10149417776908,30.138150099779995,10792.2480490553,30.6544742187223,4.89050372053371,4909.0,0.13,2.0,5004282,1.22,11.44
474.991173137534,116.987800453099,52.1855128626125,274.948174953214,227.76684490707802,200.86693889550202,12.5765521201019,5078.0,0.13,1.0,5004497,1.44,4.89
21903.5471756677,4634.39418807626,10.228143490394599,34.9479982564863,6662.09289693942,36.443657156584,6.4277468633339705,4792.0,0.53,2.0,5005119,1.51,11.72
9726.30621288986,2155.45875054787,14.329622141991301,50.0815420179916,3378.16179471656,53.868265960848795,7.002488037041861,4605.0,0.11,1.0,5005173,1.15,8.59
11167.642269387099,2159.6011845093,13.2656005832978,42.22359759580209,3565.0296253153297,40.2736869029238,7.47194663552438,4738.0,0.32,2.0,5005217,1.65,11.67
356.50578683859703,97.98106502243799,51.985994957962504,155.718232456539,69.373042719008,199.94576093930002,19.3960073495173,4984.0,0.05,1.0,5005243,1.33,4.78
7451.88662009452,1778.01692591024,11.7838618765623,40.299913315451604,2039.37575546098,43.4110649374566,6.98036282327659,4670.0,0.21,1.0,5005508,1.85,12.02
18845.2463002798,3505.04551728671,9.83874380731047,35.79486798972229,5385.08081241054,34.074138465043696,5.37231488459314,4821.0,0.01,2.0,5006206,1.45,11.93
395.855630685515,115.582469963176,49.3803312019803,239.465668099043,199.76864655764598,161.40229577465,10.038932527868802,5172.0,-0.96,1.0,5006270,1.76,6.01
1673.89573173255,411.813827607853,24.1462151748846,80.4614457787241,439.53766271349406,85.45669292635542,13.599677367872696,4912.0,0.24,2.0,5006454,2.06,9.0
734.4333690690871,232.44286763551798,41.76180413919421,133.836611607825,420.9970538874549,146.336304791646,14.630379675627804,4850.0,0.23,1.0,5006817,1.41,5.72
5228.63866710986,973.902755289348,17.8279591596207,62.747934619280215,1796.54802688959,62.2667837012333,7.96939234751232,5086.0,-0.06,1.0,5007078,1.42,8.76
39910.8488670873,4907.054220158089,8.77334899379796,29.3908123579307,12071.896846661999,24.984936920644802,4.39436689007821,5035.0,0.04,2.0,5007315,0.95,11.56
1808.22039354847,412.092692483342,27.8749463494496,92.08484852250521,412.637643844412,98.21082567294269,12.5615442955938,4791.0,-0.09,1.0,5007332,1.44,7.09
94804.2030554991,2146.5887944687,5.57969030200809,51.630630612392395,942.14067316265,17.9454644524425,1.51291428884635,5206.0,-0.16,1.0,5007617,1.73,10.13
34885.9091688536,3225.61207994962,10.8887141541747,37.6528225810088,10033.3453523724,29.5667370881,5.9029095274750985,5114.0,-0.1,2.0,5007645,0.99,10.37
20696.547166968998,4014.75626954364,9.72732410875335,33.7978169380428,3966.49324050305,35.5483126072981,5.57646885927489,5035.0,0.15,2.0,5007812,1.66,12.53
27533.537059851602,6444.04874522906,9.79047897361612,30.4058203932652,10242.2160714536,29.171061980906,4.59228811137789,5257.0,-0.34,2.0,5007954,1.05,10.8
7604.09233882127,1505.23536588561,15.1705258122689,47.247590400316895,2816.7912281244,48.3916586063464,7.12927748144199,5104.0,-0.03,1.0,5008066,1.63,10.47
51309.470335583304,13828.171916065401,5.77880225925645,22.2823432145475,16634.8414586875,24.4795139896568,3.77581231057849,4754.0,0.18,2.0,5008558,1.46,14.15
9307.297262830749,2062.89365113119,12.8476650161147,43.532297979507504,3284.2841764069103,45.9833675905936,5.253883434449,5067.0,-0.25,1.0,5008589,1.54,10.55
8654.8603901003,2416.29769921379,14.3765072286944,44.0893415104338,4438.61074133818,46.7619502927425,5.70517407428231,4982.0,-0.38,1.0,5008699,1.2,9.16
6071.35547980806,1443.03378704444,16.6742115386298,55.9930174159011,2330.7542077844896,61.7826915358541,8.33973970000647,4651.0,0.28,1.0,5008936,1.36,8.7
31833.472511454398,7473.423766031121,8.23743255526211,28.5194177085287,12249.198683575902,30.438387475205197,3.89130832993438,4552.0,-0.37,1.0,5008996,1.02,10.77
30740.9974069933,7684.10507598381,8.36943924655388,29.1018775800669,7881.455853867191,29.6988327625626,4.86039248461144,4784.0,-0.42,2.0,5009082,0.95,10.5
78864.2047345085,49944.5228987449,3.55571238981041,9.71414863168405,123370.050737029,9.512763335201019,0.945243579476364,4582.0,-1.29,1.0,5009376,0.68,16.06
32279.89528298,5014.59745707219,10.169608653355802,33.9727081057913,9278.650268674091,31.317996952547606,5.8800263865135705,4663.0,0.16,2.0,5009393,1.02,10.59
2244.43755319522,536.3948998204261,25.759996322258488,89.1833049153829,502.658320571841,99.6076822805244,10.833042240350402,4947.0,0.36,1.0,5010165,1.51,7.14
10476.7001855972,2049.3605376702803,14.7433177122613,48.823935173791504,3039.1401170486797,52.939907794323,6.296665042351719,4652.0,-0.14,1.0,5010362,1.25,9.01
41756.619852451804,5328.84186129544,8.51897997157851,31.4656696789925,9822.905751549759,28.863219991381502,5.70500321406344,4987.0,0.06,2.0,5015825,1.06,11.11
25735.2301686478,7314.50352577288,9.10165917340838,29.9043681341524,9824.59396261078,30.1670714325237,5.29506204313596,4977.0,-0.14,2.0,5016048,1.02,10.59
421180.465900256,751.8783023371692,0.5287228156519229,46.8271550419242,134.67491698760202,122.21072886338499,36.195012585665204,4927.0,0.3,1.0,5016065,2.12,7.3
15563.957272361202,3827.437718127321,10.1384971176171,34.485840737656304,5038.23162145081,37.0089584101745,5.731404193646821,4662.0,-0.73,2.0,5016089,1.28,10.81
38972.3077273138,3178.00094436405,10.1231275956514,37.364908483869904,12954.1122679922,27.83634552319,5.533464150356059,4825.0,-0.16,2.0,5016212,0.68,9.29
40004.4228829114,9022.84157321878,9.0619146780342,30.0111240690647,11079.749645921298,29.301874832916003,5.3218370429597,5123.0,-0.15,2.0,5016519,0.8,9.69
1250.7092943349198,287.24446310290404,27.5614224011095,95.6515360013476,487.404950192557,99.9959023784704,11.6530494933699,5321.0,-0.65,1.0,5016549,1.73,7.5
12805.860470521298,2419.65762109508,12.0621917483005,40.3692892652549,2483.59322653555,39.845392712645996,7.3945221567505,4976.0,0.31,2.0,5016991,2.06,12.84
18529.2860421198,3411.6240966331798,10.627847544887901,36.672767109636,5359.178730106301,35.361488337214105,6.5448829185506,4728.0,0.1,2.0,5017711,1.43,11.64
7636.909128658141,1611.5235117517902,14.2554884351352,51.1246969600023,2328.8082759006397,55.904867844023705,8.5686357105856,4702.0,-0.05,1.0,5017766,1.24,8.65
13121.4901093918,2417.41003364081,12.1813134044456,41.71255198596021,3780.77619869841,41.01997722528221,6.610075454938871,4943.0,-0.07,2.0,5017773,1.59,11.4
5479.73063165805,1465.96478613027,17.6624066183179,59.3085354758504,2303.87056189471,68.66780039339271,8.28065275696162,4773.0,0.01,1.0,5017812,1.34,8.18
13461.475646403,4048.6810662676494,11.565517891507401,32.3104123270615,7304.89495044472,32.1863979498251,5.4470444064714885,5101.0,-0.12,2.0,5018155,1.07,10.39
19772.4294692191,4136.57047152175,10.6670271178365,33.7703735555545,6779.636576641129,32.9998698915388,5.26091878297759,5043.0,-0.24,2.0,5018277,1.73,13.1
2195.08610352321,606.934101983182,16.9066175608461,48.85907108804621,1089.21636525027,43.3368957678249,8.50010714243037,5294.0,-0.15,2.0,5018337,2.98,14.8
15668.1631096001,2654.4759055850304,11.590416686301598,34.3692831091184,4460.80093260559,35.117648754385904,6.52884226977777,4904.0,-0.03,1.0,5018369,1.49,11.91
13780.1458914671,2918.8817799387202,10.800443561306,38.2223113870275,4753.07797393756,36.51487491113029,5.79300192947449,4869.0,-0.15,2.0,5018570,1.36,11.07
540.758417821369,131.082929040097,43.3832341565768,145.468223516692,119.266435284532,172.503738526121,16.7138980047787,4864.0,0.31,1.0,5018689,1.44,5.35
26702.1631307242,2777.75067413557,11.274287314275801,39.698951974245,8823.36687305629,33.0157627820311,5.7293675125652,4821.0,0.36,2.0,5019216,1.35,11.85
3323.67052956388,922.7078766562781,19.373236560071106,64.8477716471597,1436.27991454681,72.1807824983145,8.02298778116167,4806.0,-0.15,1.0,5019587,1.4,8.1
16072.7462502996,4689.3470765034,8.334302785909031,26.861469370822807,6332.35519600172,30.299531095581397,3.78279697321262,4715.0,-0.11,1.0,5019940,2.02,15.27
12084.147368779699,3080.5850153315996,11.9252782253904,38.5255043161506,4021.70296711823,38.23899684711,6.34572287290186,4719.0,0.23,2.0,5020346,1.2,10.51
2094.10200086124,528.219825540295,19.3415575439823,59.8290689065211,703.926766190986,63.6641853872585,11.0391461765728,4776.0,0.29,2.0,5021128,2.37,11.18
13609.2577205702,2762.7043169444896,11.4792685950684,39.9294216000564,5033.28942045231,37.6503297529259,5.88411623045742,4906.0,-0.25,2.0,5021395,1.3,10.7
17004.1320308656,3017.10362778145,10.5414060078434,36.2676010048821,4986.19804027576,34.8786282617981,5.32717068047754,4785.0,-0.13,2.0,5021425,1.23,11.16
5177.5910669001505,1246.81470118313,20.2900019064715,69.7772006231659,2657.6630754731,74.7341403939417,5.91164875075712,4530.0,0.22,1.0,5021447,1.26,7.63
23361.642366469303,5016.20829739323,8.51010140715062,29.6779024143498,5463.5804585408205,31.2785804628089,5.167946032476388,4745.0,-0.42,2.0,5021453,1.0,10.36
9757.26762623095,2457.5777604445707,12.762755836481901,40.192834886533106,3389.270675772261,40.9640285168184,6.70509568391129,4723.0,-0.1,2.0,5021630,1.4,10.78
28448.271806858706,4167.851956726021,10.044378217773401,33.498502267379195,9479.41918436586,30.593802678968306,5.02729283852222,4780.0,-0.44,2.0,5022233,0.99,10.34
2032.3861449308301,593.158581111953,25.9051662828196,82.5677210529873,951.1696524502313,89.82071644798971,10.4976785556944,4752.0,0.0,1.0,5022330,1.38,7.17
16712.9979095886,3836.24264051089,8.2333282600417,29.8080448263195,6673.498765689879,29.886576890556803,3.67905436857918,4535.0,-0.14,1.0,5022541,0.96,10.67
2472.32040772481,553.121782773308,19.6594867654409,61.842676107403705,847.9854096736792,60.560442015177294,10.358971912644499,4945.0,0.56,2.0,5022571,2.39,11.42
9171.858871907907,2270.41435318474,14.4915713164758,49.343318001134215,3177.2861934682,55.264847393520405,6.78950926239017,4588.0,0.33,1.0,5022741,1.13,8.46
29233.178525083706,6131.715797215539,9.621482055126153,32.5239636515417,8384.499683556429,31.7906839565268,5.10389452064166,4707.0,0.0,2.0,5023379,1.08,10.67
27774.2305995736,4813.24701825041,8.24243997198807,28.3903751347585,7756.02759003481,27.109029579874395,4.9853689554723495,4565.0,0.4,1.0,5023732,1.59,14.19
1229.97890310818,287.82180396271804,29.998070969762892,106.26213828237499,236.83572767453305,110.43828960956101,11.913947958894902,4838.0,0.09,1.0,5023845,1.71,7.26
9130.50916696506,1851.8816161712,14.9551667640129,49.9414636515421,2584.68558407928,54.3995025528523,7.888318404755781,4646.0,0.32,1.0,5023889,1.41,9.5
5924.5790997797485,1219.3075471946304,15.396470696452,50.4202444216674,997.221113044959,50.6293107417776,9.48487943920531,4707.0,-0.04,2.0,5023931,1.84,11.19
6288.2085097322315,1138.6533755836501,14.480405874928401,50.08295522676,1912.43144628114,48.648185131472,7.93506909223405,4772.0,0.12,2.0,5023953,2.02,11.78
6693.862904999622,1330.6591703931501,14.8401314866174,53.5408805858754,2160.9873406534807,56.151123696081285,7.30219146492093,4832.0,-0.29,2.0,5024043,1.58,9.75
723.7194468125929,168.186427013209,31.183617205647803,113.29272825469299,118.203620447419,120.520945375527,13.1511280249262,4876.0,-0.09,1.0,5024143,1.66,6.81
561.723377049331,135.35577445107901,42.8613282134098,159.817004157404,100.109258725334,155.30514064031098,14.933800433640599,4943.0,-0.4,1.0,5024240,1.46,5.63
10345.7815877044,3378.8551761925896,7.79874319074059,28.309384772688798,2611.9478706337,28.306676677021894,5.2008962255645,4899.0,0.05,2.0,5024268,2.87,18.91
8136.5118136165,1999.61459864544,12.9961663149495,43.068199363184796,2781.04207487508,46.3504021015143,6.30999340142764,4619.0,0.11,1.0,5024297,1.68,11.2
1674.6278390040698,449.786153970492,25.797631782842803,82.9627554862234,334.19864329382705,97.2864341146347,12.403653984823196,4795.0,-0.02,1.0,5024312,1.63,7.6
2775.88408512996,203.73287098082298,21.4082852162715,76.7070252826678,1102.29044230017,60.8058317013162,11.3749988701026,4859.0,-0.33,2.0,5024322,1.99,10.52
7420.7084772763,1067.98363227659,15.358780285782599,50.360555799183,2676.48927702045,44.5627833760405,8.28929156219703,4849.0,0.05,2.0,5024327,1.53,10.82
8848.60813733989,2076.9714237142607,12.0886790890221,44.1916398309152,2484.5582551743105,47.152316964197,7.04383382690396,4684.0,-0.24,2.0,5024404,1.62,10.81
1527.41844800106,390.63155468837004,27.076445987912606,87.58716718953958,322.341802823605,99.6235788697649,13.0484942288356,4714.0,-0.13,1.0,5024405,1.48,7.21
1349.56917134736,341.897046190424,23.841344035504605,79.3577036151781,404.144732960433,79.3963039462008,11.5401458120715,4996.0,0.01,2.0,5024414,2.67,10.6
1824.26760218364,341.125471175447,23.051070653323602,71.9558227716117,605.298817024504,66.2345524756508,12.858354535747099,4950.0,-0.26,2.0,5024476,2.52,11.23
3065.8867885819104,604.176453688108,21.1273853466069,70.1797100150168,621.527219232602,73.8045901599526,10.4851409097466,4740.0,-0.01,1.0,5024512,1.55,8.46
14610.9923847095,2542.17751085622,10.8846453989397,37.471609555272295,3682.12389430171,37.572763004535204,5.77459013382799,4609.0,0.13,2.0,5024583,1.94,13.29
14658.623886431102,2764.6086650703496,10.180429622432,34.5675381215366,2886.88801030409,32.815294376664504,6.46347479800782,4678.0,0.02,2.0,5024601,1.58,12.84
6709.91821065006,1647.3161371211,14.600182665174902,45.291271998452395,1494.77143372145,45.8118149867189,7.98529761956146,4749.0,-0.15,2.0,5024967,1.6,10.92
9950.3262139298,1568.46860889966,14.039378522983196,48.825968776492005,3184.52350408585,48.7442292862078,7.2058165953831,4607.0,0.09,1.0,5025021,1.23,9.44
43700.0934970383,10849.8724382861,7.3444035189414585,22.344886564612107,23396.8889585327,23.9034562286684,4.12478312421419,4594.0,-0.16,2.0,5025101,1.37,14.33
12435.5106568864,1395.9477698610401,12.885755402634098,46.6973760182926,4567.1543550828,38.534496754641204,7.351278369116349,4749.0,0.28,2.0,5025472,1.24,10.47
23544.776273505202,4411.9813938567295,10.006799234236803,32.8674644371804,8249.010487253829,32.2700975470987,4.31793283258461,4721.0,-0.3,2.0,5025632,1.26,11.5
867.6210064013541,196.39021157276198,36.172513362931596,119.993423789454,145.009341511048,133.251519933804,14.168838754235802,4995.0,0.26,1.0,5025895,1.82,6.81
5364.2204379633895,1105.65565345362,17.7166961294615,59.351492446948,1310.8066404696801,62.6417379038847,9.31462831824023,5003.0,0.16,1.0,5026008,1.54,9.03
26972.480187035,7192.718450036229,7.60235126229128,28.8521792035275,12128.4955023917,33.363053427062205,3.65972892698095,4629.0,-0.05,2.0,5026178,1.54,12.48
15616.367914466202,4392.1756111142795,7.934885874896,31.668236812123798,3850.0444608521602,36.193898633031395,3.7610371398864095,4801.0,-0.14,2.0,5026318,2.37,14.82
936.812960826225,197.286586290969,30.474746474615003,102.33450359875299,121.347310575478,111.229507757337,17.4629887185911,5028.0,-0.12,2.0,5026399,2.25,8.19
8617.25444026338,1784.4656192851398,14.838449982453596,47.8367594283481,2310.4479318427498,50.12144880842651,7.35277480287257,4718.0,-0.06,1.0,5031925,1.35,9.59
